,signal,date,open,high,low,close,volume,ema20,ema50,ema200,adx,rsi,max_high,min_low,close_above_ema50_cnt,close_below_ema50_cnt,ema50_above_ema200_cnt,ema50_below_ema200_cnt,entry_price,from,symbol,exit_price,to
509,SELL,2019-11-06 09:40:00+05:30,11882.8,11885.55,11868.6,11868.95,0,11896.493578775304,11902.911644926273,11907.201727859177,21.50366518511833,34.922573323417765,11925.2,11875.45,0,6,0,27,11868.6,2019-11-06 09:40:00+05:30,NIFTY 50_ema_adx_rsi_v3,11915.15,2019-11-06 11:35:00+05:30
510,BUY,2019-11-06 13:30:00+05:30,11968.25,11986.75,11967.95,11984.55,0,11955.75028600954,11930.785452139264,11912.048163722702,39.105704864567834,73.1905724650417,11974.4,11926.9,25,0,15,0,11986.75,2019-11-06 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,11949.05,2019-11-08 10:35:00+05:30
511,BUY,2019-11-08 12:40:00+05:30,11990.95,12005.25,11989.55,12002.95,0,11981.188100391379,11980.155861790385,11966.090441501354,29.714320635100524,66.573295323484,11998.8,11955.65,9,0,155,0,12005.25,2019-11-08 12:40:00+05:30,NIFTY 50_ema_adx_rsi_v3,11964.3,2019-11-08 14:20:00+05:30
512,SELL,2019-11-11 11:45:00+05:30,11880.0,11880.85,11867.8,11867.8,0,11889.231592579026,11911.684551763828,11946.880228169079,23.911355584551078,34.32920085440698,11909.05,11874.3,0,55,0,33,11867.8,2019-11-11 11:45:00+05:30,NIFTY 50_ema_adx_rsi_v3,11919.05,2019-11-11 15:10:00+05:30
513,SELL,2019-11-13 14:40:00+05:30,11871.2,11871.3,11853.1,11854.9,0,11883.824271332436,11893.71600357841,11913.420601068596,20.52796558851003,27.15028727941933,11906.9,11861.55,0,23,0,143,11853.1,2019-11-13 14:40:00+05:30,NIFTY 50_ema_adx_rsi_v3,11866.0,2019-11-14 11:45:00+05:30
514,BUY,2019-11-20 09:15:00+05:30,12004.75,12004.75,11968.0,11991.9,0,11937.692359793793,11928.433636434718,11911.3454729731,22.853390083387552,77.36796966478236,11958.65,11900.05,7,0,56,0,12004.75,2019-11-20 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,11969.6,2019-11-21 14:55:00+05:30
515,SELL,2019-11-22 11:30:00+05:30,11919.1,11919.9,11890.55,11899.65,0,11931.965241440616,11950.527410869545,11965.865671909898,39.859355062979496,25.129462749207264,11949.3,11916.5,0,37,0,18,11890.55,2019-11-22 11:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,11951.95,2019-11-25 09:15:00+05:30
516,BUY,2019-11-25 11:25:00+05:30,12000.35,12009.85,12000.35,12008.95,0,11985.698219510088,11961.701128012874,11952.78332072237,49.255021677331406,72.7214024325411,12001.4,11967.65,29,0,8,0,12009.85,2019-11-25 11:25:00+05:30,NIFTY 50_ema_adx_rsi_v3,12017.1,2019-11-26 14:35:00+05:30
517,BUY,2019-11-27 15:15:00+05:30,12098.75,12109.75,12098.7,12106.4,0,12084.736597170833,12079.17198517005,12058.2447165851,21.31783531954343,76.19222773200197,12100.25,12064.35,13,0,204,0,12109.75,2019-11-27 15:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,12092.15,2019-11-29 09:55:00+05:30
518,SELL,2019-11-29 13:50:00+05:30,12036.55,12039.55,12029.2,12035.45,0,12046.007319259446,12061.610634044551,12080.98340063168,21.789963342713868,38.013508438696576,12067.5,12035.75,0,56,0,26,12029.2,2019-11-29 13:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,12137.05,2019-12-02 09:15:00+05:30
519,SELL,2019-12-02 10:35:00+05:30,12051.45,12051.95,12042.0,12042.3,0,12067.275875472322,12065.021223985545,12075.569118872136,25.881918690976157,35.93482409356545,12137.05,12046.9,0,5,0,62,12042.0,2019-12-02 10:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,12048.15,2019-12-02 10:40:00+05:30
520,SELL,2019-12-03 10:55:00+05:30,12006.75,12007.3,11996.35,12000.95,0,12019.187335852963,12031.117465665988,12054.944349921943,24.491651124855917,34.46146048827248,12040.95,12004.6,0,22,0,141,11996.35,2019-12-03 10:55:00+05:30,NIFTY 50_ema_adx_rsi_v3,12009.35,2019-12-04 09:55:00+05:30
521,SELL,2019-12-04 13:00:00+05:30,11951.7,11952.6,11938.0,11943.0,0,11974.138542024548,11984.221966420733,12011.181695906818,22.1849823858693,28.84412215652644,11996.95,11951.85,0,22,0,241,11938.0,2019-12-04 13:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,12011.9,2019-12-04 14:40:00+05:30
522,SELL,2019-12-06 13:30:00+05:30,11960.75,11962.15,11951.6,11954.75,0,11973.834957135768,11991.291951813593,12013.921717528068,29.081178210722832,31.862413680441364,11991.65,11958.1,0,43,0,27,11951.6,2019-12-06 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,11955.2,2019-12-09 11:30:00+05:30
523,SELL,2019-12-09 14:15:00+05:30,11934.0,11934.0,11921.0,11924.0,0,11952.231358019493,11950.869073036463,11972.504925241634,21.596164076141118,27.93315212386203,11981.9,11932.0,0,7,0,111,11921.0,2019-12-09 14:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,11941.8,2019-12-09 14:20:00+05:30
524,SELL,2019-12-10 11:10:00+05:30,11903.05,11903.25,11894.5,11898.35,0,11915.281181709266,11927.511876176035,11957.471530848905,21.017051883785193,31.354427308494664,11940.05,11901.95,0,35,0,149,11894.5,2019-12-10 11:10:00+05:30,NIFTY 50_ema_adx_rsi_v3,11905.85,2019-12-11 10:10:00+05:30
525,SELL,2019-12-11 11:35:00+05:30,11875.9,11878.5,11868.2,11868.3,0,11882.794136120225,11884.544116372706,11916.48454272409,20.80196885238542,37.28275018742627,11907.1,11874.0,0,10,0,229,11868.2,2019-12-11 11:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,11913.8,2019-12-11 15:05:00+05:30
526,BUY,2019-12-12 14:00:00+05:30,11963.8,11975.15,11962.3,11972.0,0,11959.182302634024,11948.202319764927,11923.585657913087,22.98260728682491,66.50223539267876,11970.75,11942.7,64,0,47,0,11975.15,2019-12-12 14:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,12249.1,2019-12-23 13:15:00+05:30
527,BUY,2019-12-24 09:15:00+05:30,12269.25,12276.85,12251.0,12273.95,0,12251.711643033344,12253.738217775692,12248.843212308275,30.06833843976289,65.93715449428728,12273.0,12213.8,7,0,501,0,12276.85,2019-12-24 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,12245.55,2019-12-24 10:50:00+05:30
528,SELL,2019-12-24 14:30:00+05:30,12245.65,12246.85,12230.25,12233.6,0,12244.73468298839,12247.932057520318,12249.727756764196,20.925293707870825,36.96763722574618,12257.15,12237.0,0,6,0,13,12230.25,2019-12-24 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,12182.75,2019-12-27 10:25:00+05:30
529,BUY,2019-12-30 09:15:00+05:30,12274.9,12279.9,12262.55,12268.55,0,12232.93002349571,12219.535737275333,12211.83235842893,31.019193379107712,74.64427756963684,12257.6,12199.55,7,0,15,0,12279.9,2019-12-30 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,12219.05,2019-12-30 12:10:00+05:30
530,SELL,2019-12-31 15:05:00+05:30,12177.5,12177.5,12170.05,12171.9,0,12205.314846902736,12213.75820591906,12221.651350730435,21.194615630427403,23.557804246297195,12235.9,12174.15,0,11,0,52,12170.05,2019-12-31 15:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,12222.05,2020-01-01 09:25:00+05:30
531,SELL,2020-01-01 10:50:00+05:30,12182.7,12182.7,12170.0,12176.35,0,12193.508912634094,12201.282107809828,12215.703586520389,20.5944551908262,35.6444021407346,12222.05,12181.8,0,16,0,76,12170.0,2020-01-01 10:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,12216.8,2020-01-02 09:15:00+05:30
532,BUY,2020-01-02 11:20:00+05:30,12234.95,12242.55,12234.95,12242.3,0,12225.801499041125,12211.300054877034,12206.538317257115,30.708976372939045,70.16423837229082,12235.95,12204.3,28,0,7,0,12242.55,2020-01-02 11:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,12222.95,2020-01-03 11:45:00+05:30
533,SELL,2020-01-03 14:45:00+05:30,12206.25,12207.55,12202.15,12204.85,0,12217.707866079661,12227.086749789805,12229.54442800054,28.293301046473427,33.7569719784433,12238.3,12205.65,0,53,0,5,12202.15,2020-01-03 14:45:00+05:30,NIFTY 50_ema_adx_rsi_v3,12234.05,2020-01-03 15:05:00+05:30
534,SELL,2020-01-06 09:30:00+05:30,12096.8,12096.8,12069.55,12085.4,0,12182.760211740448,12207.993078078587,12224.09459646473,35.763234835130035,16.480130522355836,12234.05,12095.8,0,5,0,17,12069.55,2020-01-06 09:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,12138.9,2020-01-07 09:20:00+05:30
535,SELL,2020-01-07 13:25:00+05:30,12028.75,12034.25,12009.7,12011.0,0,12055.88557788736,12066.364019724457,12108.406520225117,24.222227094795503,24.54403527268866,12087.55,12016.5,0,7,0,139,12009.7,2020-01-07 13:25:00+05:30,NIFTY 50_ema_adx_rsi_v3,12029.75,2020-01-08 14:10:00+05:30
536,BUY,2020-01-09 10:30:00+05:30,12170.95,12177.2,12168.15,12176.15,0,12129.040405570287,12076.083476050124,12057.948668774381,55.43889347729401,78.95224559194405,12175.8,12019.7,27,0,7,0,12177.2,2020-01-09 10:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,12293.25,2020-01-15 09:45:00+05:30
537,BUY,2020-01-15 15:05:00+05:30,12327.4,12342.25,12327.2,12341.6,0,12309.059987850764,12305.173820671022,12302.363120779884,29.25897545043026,73.5572509108168,12327.55,12279.05,10,0,5,0,12342.25,2020-01-15 15:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,12333.0,2020-01-20 09:45:00+05:30
538,SELL,2020-01-20 12:45:00+05:30,12281.45,12281.8,12273.85,12275.4,0,12293.276457543077,12309.602512400448,12330.677278843828,21.704637668289813,32.2069511254511,12301.1,12279.3,0,39,0,27,12273.85,2020-01-20 12:45:00+05:30,NIFTY 50_ema_adx_rsi_v3,12172.2,2020-01-23 09:45:00+05:30
539,SELL,2020-01-23 11:05:00+05:30,12128.2,12128.6,12116.7,12119.8,0,12139.54591020351,12137.31673110158,12177.650511363598,23.231626882489987,38.14146816280793,12177.9,12125.6,0,5,0,232,12116.7,2020-01-23 11:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,12120.75,2020-01-23 11:10:00+05:30
540,BUY,2020-01-24 13:30:00+05:30,12241.0,12248.6,12240.35,12247.5,0,12233.943920109721,12221.311602841834,12193.126200477149,22.72106932807635,68.63669711819864,12244.8,12216.8,50,0,43,0,12248.6,2020-01-24 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,12156.55,2020-01-27 09:25:00+05:30
541,SELL,2020-01-27 13:40:00+05:30,12173.6,12173.6,12162.85,12167.0,0,12185.54574163574,12195.838082313761,12200.018498691821,24.565153479900808,33.57706471043511,12207.45,12171.45,0,13,0,7,12162.85,2020-01-27 13:40:00+05:30,NIFTY 50_ema_adx_rsi_v3,12146.15,2020-01-29 09:40:00+05:30
542,SELL,2020-01-30 09:20:00+05:30,12095.05,12096.4,12078.8,12082.85,0,12128.288493562384,12135.239648063964,12142.899072119952,21.681292465588932,27.57775987548959,12165.25,12083.35,0,13,0,180,12078.8,2020-01-30 09:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,12076.65,2020-01-31 09:35:00+05:30
543,SELL,2020-01-31 11:20:00+05:30,11998.75,11999.25,11985.2,11986.1,0,12020.669624165694,12033.143612934273,12078.15041556734,20.846041937434254,29.77393282495423,12056.95,11986.6,0,16,0,279,11985.2,2020-01-31 11:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,12040.15,2020-01-31 14:10:00+05:30
544,SELL,2020-02-01 09:15:00+05:30,11939.0,11939.0,11881.75,11913.15,0,11985.173894076077,11999.524862386019,12045.413969719773,27.6644453775891,23.65093013206058,12052.45,11946.15,0,7,0,329,11881.75,2020-02-01 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,11824.55,2020-02-04 09:15:00+05:30
545,BUY,2020-02-04 13:30:00+05:30,11955.45,11965.65,11955.45,11959.95,0,11937.773272027169,11897.212180638926,11855.75544979829,42.987259817179265,69.05038369277516,11956.25,11917.6,54,0,23,0,11965.65,2020-02-04 13:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,12062.0,2020-02-10 09:15:00+05:30
546,BUY,2020-02-12 10:00:00+05:30,12205.95,12217.85,12205.95,12214.65,0,12174.189005456521,12150.363629337602,12103.803544051592,43.07357989528303,75.6006728992317,12211.55,12099.3,10,0,78,0,12217.85,2020-02-12 10:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,12152.15,2020-02-13 10:25:00+05:30
547,BUY,2020-02-14 09:15:00+05:30,12190.15,12231.7,12190.15,12231.0,0,12170.158052374256,12163.40323873884,12155.828665632656,25.898421892365377,78.21455127640493,12180.9,12145.6,7,0,219,0,12231.7,2020-02-14 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,12103.5,2020-02-14 11:05:00+05:30
548,SELL,2020-02-14 14:35:00+05:30,12128.15,12128.25,12109.6,12109.6,0,12137.247915065785,12148.404318275145,12156.796801482436,25.268789017791562,30.254931812317665,12158.35,12120.95,0,47,0,15,12109.6,2020-02-14 14:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,12159.35,2020-02-17 09:15:00+05:30
549,SELL,2020-02-17 13:00:00+05:30,12064.8,12065.05,12054.65,12057.15,0,12079.578066125598,12095.788722643072,12130.685771410012,21.137198543237194,30.161659921234147,12111.0,12061.25,0,45,0,71,12054.65,2020-02-17 13:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,12000.9,2020-02-18 15:10:00+05:30
550,BUY,2020-02-19 12:10:00+05:30,12081.1,12093.55,12079.35,12092.85,0,12073.353007883312,12045.772514386232,12038.295389114364,32.1161547454533,66.52028031880772,12087.9,12048.9,44,0,7,0,12093.55,2020-02-19 12:10:00+05:30,NIFTY 50_ema_adx_rsi_v3,12086.8,2020-02-20 14:55:00+05:30
551,SELL,2020-02-24 13:25:00+05:30,11950.7,11951.1,11942.0,11944.15,0,11957.85657600945,11977.708331740489,12038.444290912632,24.07218768999158,34.01863567178631,11980.7,11948.75,0,72,0,47,11942.0,2020-02-24 13:25:00+05:30,NIFTY 50_ema_adx_rsi_v3,11772.45,2020-02-26 13:40:00+05:30
552,SELL,2020-02-26 14:30:00+05:30,11692.05,11695.0,11673.55,11678.25,0,11727.399032165737,11734.392630173632,11822.460977409119,32.50711866950031,26.255576008333094,11782.6,11690.85,0,5,0,210,11673.55,2020-02-26 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,11633.3,2020-02-27 14:50:00+05:30
553,SELL,2020-02-28 09:35:00+05:30,11319.6,11321.05,11292.95,11295.5,0,11502.569852110462,11556.920399649976,11675.397884290132,37.39238832244598,12.377782215162568,11642.55,11312.25,0,5,0,301,11292.95,2020-02-28 09:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,11393.3,2020-03-02 09:50:00+05:30
554,SELL,2020-03-02 14:40:00+05:30,11335.05,11344.4,11299.15,11299.15,0,11369.473192788637,11366.557346580075,11423.537220891363,22.882474035324634,26.89798525520054,11419.1,11332.7,0,5,0,437,11299.15,2020-03-02 14:40:00+05:30,NIFTY 50_ema_adx_rsi_v3,11281.8,2020-03-03 14:00:00+05:30
555,SELL,2020-03-04 13:10:00+05:30,11183.5,11183.5,11165.75,11171.15,0,11237.118041513819,11253.979721334275,11298.559323791433,22.623718904277048,26.210465308928505,11276.75,11173.65,0,5,0,501,11165.75,2020-03-04 13:10:00+05:30,NIFTY 50_ema_adx_rsi_v3,11338.8,2020-03-05 09:15:00+05:30
556,BUY,2020-03-05 12:15:00+05:30,11368.8,11388.15,11368.8,11386.85,0,11352.405175643562,11308.664930379275,11286.787034886596,37.223355713894385,68.68144465020058,11382.05,11285.4,44,0,10,0,11388.15,2020-03-05 12:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,11267.55,2020-03-05 14:35:00+05:30
557,SELL,2020-03-09 09:30:00+05:30,10661.4,10661.4,10637.2,10643.8,0,10879.18226677254,10939.250082054785,11098.174931247308,35.93207160859065,14.222264417400211,11030.5,10656.3,0,6,0,79,10637.2,2020-03-09 09:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,10470.55,2020-03-11 12:25:00+05:30
558,SELL,2020-03-12 09:15:00+05:30,10039.95,10039.95,9922.95,9994.05,0,10435.228588365539,10462.811235601592,10612.613672136495,25.035722148214155,10.370762728865458,10533.9,10442.45,0,7,0,226,9922.95,2020-03-12 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,9574.35,2020-03-13 11:30:00+05:30
559,SELL,2020-03-16 12:30:00+05:30,9403.65,9414.75,9376.35,9376.35,0,9461.497492332315,9541.841197065314,9755.180220463031,21.131345361446172,30.80674020252664,9601.75,9394.8,0,40,0,415,9376.35,2020-03-16 12:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,8329.1,2020-03-19 13:30:00+05:30
560,SELL,2020-03-23 09:45:00+05:30,7954.65,7954.65,7918.7,7918.7,0,8353.159360662232,8480.909156917054,8550.545995429271,41.77352589548069,20.823650835134117,8793.6,7942.5,0,7,0,5,7918.7,2020-03-23 09:45:00+05:30,NIFTY 50_ema_adx_rsi_v3,7832.6,2020-03-24 11:50:00+05:30
561,BUY,2020-03-25 13:40:00+05:30,8195.9,8279.85,8173.95,8266.15,0,8116.192080053245,7997.702468162078,7967.92700498217,44.52413940983837,75.08992512702454,8262.25,7896.2,28,0,5,0,8279.85,2020-03-25 13:40:00+05:30,NIFTY 50_ema_adx_rsi_v3,8334.25,2020-03-30 09:15:00+05:30
562,SELL,2020-03-30 13:00:00+05:30,8424.9,8425.15,8389.4,8392.9,0,8445.463549627551,8499.247139658044,8513.57314100057,22.308315268802783,33.62827790748314,8508.8,8398.85,0,47,0,6,8389.4,2020-03-30 13:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,8489.15,2020-03-31 10:20:00+05:30
563,BUY,2020-03-31 14:00:00+05:30,8610.2,8634.4,8610.2,8622.05,0,8571.819474325688,8530.526534929337,8493.51836052719,31.466615814269694,68.22554222889056,8621.2,8537.9,53,0,20,0,8634.4,2020-03-31 14:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,8423.55,2020-04-01 09:35:00+05:30
564,SELL,2020-04-01 10:50:00+05:30,8340.6,8343.15,8309.55,8314.85,0,8406.621443102322,8471.624069924046,8491.917376570595,51.04636749518426,21.472694559918466,8587.6,8327.55,0,21,0,5,8309.55,2020-04-01 10:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,8467.1,2020-04-07 09:15:00+05:30
565,BUY,2020-04-07 11:05:00+05:30,8469.05,8487.5,8467.1,8486.55,0,8402.956380631827,8308.637671223927,8289.414798290021,42.364562227257814,71.60735010903197,8475.75,8365.9,23,0,5,0,8487.5,2020-04-07 11:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,9030.85,2020-04-15 14:00:00+05:30
566,BUY,2020-04-17 14:55:00+05:30,9212.3,9237.05,9208.45,9236.05,0,9177.393206118542,9157.575614766214,9087.861353045699,22.370500087598867,73.18181853910572,9224.15,9111.4,15,0,69,0,9237.05,2020-04-17 14:55:00+05:30,NIFTY 50_ema_adx_rsi_v3,8995.2,2020-04-21 09:15:00+05:30
567,SELL,2020-04-21 11:35:00+05:30,9000.3,9004.6,8982.95,8988.0,0,9028.860493310507,9097.081320348918,9149.930326705467,44.75990532426548,28.897916303369087,9044.0,8995.25,0,38,0,17,8982.95,2020-04-21 11:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,9066.65,2020-04-22 10:35:00+05:30
568,BUY,2020-04-22 14:30:00+05:30,9157.35,9181.25,9157.25,9176.6,0,9137.289947687002,9106.31407821284,9086.749323823225,25.76741594478529,68.98391843587126,9172.2,9089.55,53,0,16,0,9181.25,2020-04-22 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,9158.6,2020-04-24 09:25:00+05:30
569,BUY,2020-04-24 12:35:00+05:30,9254.55,9278.95,9254.4,9273.85,0,9221.048890631408,9223.46943490717,9200.703939604027,25.500806681483294,72.23948789430308,9267.65,9163.95,6,0,143,0,9278.95,2020-04-24 12:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,9171.9,2020-04-24 14:10:00+05:30
570,BUY,2020-04-27 10:00:00+05:30,9321.05,9348.65,9311.75,9348.65,0,9272.435266928578,9244.127526458418,9214.844047996474,34.20852750855124,70.89512383552744,9345.0,9142.25,10,0,187,0,9348.65,2020-04-27 10:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,9260.3,2020-04-28 10:05:00+05:30
571,BUY,2020-04-28 14:55:00+05:30,9369.45,9381.5,9368.0,9377.75,0,9353.41504047183,9336.509139851394,9298.205716635832,21.653125641722784,65.23334652185477,9374.7,9326.9,28,0,321,0,9381.5,2020-04-28 14:55:00+05:30,NIFTY 50_ema_adx_rsi_v3,9437.5,2020-05-04 09:15:00+05:30
572,SELL,2020-05-04 11:20:00+05:30,9378.2,9379.6,9349.6,9352.45,0,9418.175992189977,9539.197821152185,9575.609020503149,51.669175840952384,26.468420660906986,9425.55,9353.7,0,26,0,7,9349.6,2020-05-04 11:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,9388.95,2020-05-05 10:35:00+05:30
573,SELL,2020-05-05 12:20:00+05:30,9321.75,9321.75,9307.4,9313.1,0,9350.30233171229,9362.224888825327,9447.9637909757,21.86488869482419,36.24273300084951,9406.75,9313.4,0,14,0,94,9307.4,2020-05-05 12:20:00+05:30,NIFTY 50_ema_adx_rsi_v3,9324.2,2020-05-06 11:05:00+05:30
574,SELL,2020-05-06 14:30:00+05:30,9231.2,9243.8,9197.4,9199.0,0,9274.385152256378,9285.251602196757,9345.066028108846,21.54659281078829,26.785320258622505,9331.5,9219.15,0,5,0,195,9197.4,2020-05-06 14:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,9380.85,2020-05-08 09:15:00+05:30
575,BUY,2020-05-11 09:35:00+05:30,9409.8,9433.75,9409.5,9423.75,0,9321.91484650846,9309.49850771368,9296.616700516997,41.68074828619751,74.23899860202246,9416.15,9238.35,5,0,5,0,9433.75,2020-05-11 09:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,9312.15,2020-05-11 14:05:00+05:30
576,SELL,2020-05-12 09:15:00+05:30,9168.85,9168.85,9129.05,9131.0,0,9258.143459298892,9293.645932259853,9307.471203010191,37.95672587466855,16.34844924696482,9338.55,9220.45,0,22,0,6,9129.05,2020-05-12 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,9224.15,2020-05-12 14:30:00+05:30
577,SELL,2020-05-14 11:30:00+05:30,9212.55,9213.15,9197.95,9199.35,0,9231.056056377702,9277.885350927865,9289.864460866886,46.40680875983678,32.025579280918535,9260.0,9201.7,0,28,0,6,9197.95,2020-05-14 11:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,9147.2,2020-05-15 14:10:00+05:30
578,SELL,2020-05-18 09:35:00+05:30,9035.7,9035.7,8985.3,9002.4,0,9100.648739411123,9107.629508389764,9166.253117928003,29.7736576096737,21.64502620609258,9165.55,9029.7,0,5,0,133,8985.3,2020-05-18 09:35:00+05:30,NIFTY 50_ema_adx_rsi_v3,8979.0,2020-05-19 09:50:00+05:30
579,SELL,2020-05-19 13:50:00+05:30,8907.5,8917.8,8876.2,8879.3,0,8941.164070034443,8951.825503610726,8998.623150971756,26.01543257739911,23.642025248899074,9002.6,8885.65,0,12,0,259,8876.2,2020-05-19 13:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,8982.05,2020-05-20 09:50:00+05:30
580,BUY,2020-05-21 09:15:00+05:30,9079.45,9119.15,9056.6,9099.15,0,9044.679379912868,9004.623210842161,8982.031904912103,43.747660998978475,75.2476098791804,9092.7,8954.6,23,0,11,0,9119.15,2020-05-21 09:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,9043.95,2020-05-22 10:25:00+05:30
581,BUY,2020-05-27 12:15:00+05:30,9107.0,9123.6,9106.55,9121.35,0,9094.343597815337,9076.714601532667,9063.784542418212,33.04769776604773,69.80160664418389,9115.65,9061.75,23,0,15,0,9123.6,2020-05-27 12:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,9979.75,2020-06-04 12:10:00+05:30
582,BUY,2020-06-05 09:25:00+05:30,10112.2,10138.55,10112.2,10137.15,0,10040.90307439948,10026.281060373549,9995.159603060267,25.24434027344736,78.12150938178793,10126.65,9982.2,8,0,501,0,10138.55,2020-06-05 09:25:00+05:30,NIFTY 50_ema_adx_rsi_v3,10130.4,2020-06-08 14:15:00+05:30
583,BUY,2020-06-09 11:50:00+05:30,10260.85,10284.05,10259.6,10280.5,0,10247.963862428769,10228.327604425078,10171.663933275742,26.979142530910487,67.28575792649323,10271.65,10228.15,25,0,501,0,10284.05,2020-06-09 11:50:00+05:30,NIFTY 50_ema_adx_rsi_v3,10167.95,2020-06-09 13:10:00+05:30
584,SELL,2020-06-11 11:15:00+05:30,10022.55,10023.1,10005.9,10015.9,0,10058.463857383635,10077.317909257794,10114.396552604103,20.45083143120255,30.451038233511255,10102.3,10022.95,0,21,0,109,10005.9,2020-06-11 11:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,9871.3,2020-06-12 13:50:00+05:30
585,SELL,2020-06-15 10:30:00+05:30,9822.05,9822.85,9806.4,9809.25,0,9872.831790756687,9867.027612526179,9917.859561340212,28.35454221432013,32.73767306653396,9995.7,9820.95,0,5,0,250,9806.4,2020-06-15 10:30:00+05:30,NIFTY 50_ema_adx_rsi_v3,9815.2,2020-06-15 10:35:00+05:30
586,SELL,2020-06-15 11:05:00+05:30,9804.05,9804.5,9780.85,9782.15,0,9835.484710427772,9850.440060444726,9909.844107619372,32.4189254554433,31.650235950742527,9912.4,9787.0,0,12,0,257,9780.85,2020-06-15 11:05:00+05:30,NIFTY 50_ema_adx_rsi_v3,9860.3,2020-06-15 14:20:00+05:30
587,BUY,2020-06-17 13:00:00+05:30,9963.15,9974.9,9957.7,9974.8,0,9936.737386984612,9919.331686004298,9902.176243017944,23.730451882162527,65.74833909635844,9969.95,9872.35,16,0,43,0,9974.9,2020-06-17 13:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,9875.25,2020-06-17 14:55:00+05:30
588,BUY,2020-06-18 12:55:00+05:30,9971.5,9988.95,9969.7,9988.65,0,9953.110505745954,9934.696980161683,9915.748048983021,29.58528042661434,69.75537772673056,9984.0,9911.2,22,0,117,0,9988.95,2020-06-18 12:55:00+05:30,NIFTY 50_ema_adx_rsi_v3,10354.6,2020-06-24 14:35:00+05:30
589,SELL,2020-06-25 12:15:00+05:30,10269.3,10270.6,10254.3,10260.4,0,10298.081979823408,10322.364492545488,10355.189390582422,20.245530236243912,36.32371528692616,10356.05,10263.9,0,9,0,33,10254.3,2020-06-25 12:15:00+05:30,NIFTY 50_ema_adx_rsi_v3,10349.25,2020-06-25 14:10:00+05:30
590,SELL,2020-06-29 10:00:00+05:30,10253.5,10253.85,10235.85,10240.3,0,10307.00761289882,10330.246236009041,10340.609310172465,29.66837605284847,27.35594762485725,10409.3,10249.85,0,10,0,5,10235.85,2020-06-29 10:00:00+05:30,NIFTY 50_ema_adx_rsi_v3,10300.75,2020-06-29 14:40:00+05:30
